fsp,ont_id,sn,control_flag,run_state,config_state,match_state,protect_side,description
0/ 0/14,16,WTQLW5Y22GTVVKGH,active,-,-,-,yes,The thundering geek increases.
0/ 0/14,17,EHP9PX63I406D70C,active,online,normal,match,no,The energetic mop bears.
0/ 0/14,18,IDY7JGDLQH0FG3BR,active,offline,initial,initial,no,The light toad questions.
0/ 0/14,19,3QKCVCXK7M8GNT7E,active,offline,initial,initial,no,The aloof variant thrives.
0/ 0/14,20,TJHKK9PVR38O4CLX,active,-,-,-,yes,The racial urge saws.
0/ 0/14,21,F6V8BKEBM3DT7MB2,active,online,normal,mismatch,no,The psychedelic boulder wishes.
0/ 0/14,22,JUK3PNBJBL2EIYLJ,active,online,normal,mismatch,no,The discreet tights films.
0/ 0/14,23,GRE3J6BMHSJHHTC6,active,-,-,-,yes,The noisy consulate drains.
0/ 0/14,24,CAJLKPJMUUTYPODQ,active,offline,initial,initial,no,The busy sort sells.
0/ 0/14,25,YNKQGLXRO11JQJ00,active,online,normal,mismatch,no,The overjoyed bail wanders.
0/ 0/15,0,2LCV07YYXETL297M,active,online,normal,mismatch,no,The frail spiral finances.
0/ 0/15,1,W5L2QLEWX4K9LVCE,active,-,-,-,yes,The bewildered meringue knits.
0/ 0/15,2,TV61DMG7ZCLVG5I0,active,online,normal,mismatch,no,The feigned forager digs.
0/ 0/15,3,YZ0OPK3JY3JJ56OM,active,-,-,-,yes,The earthy lychee sprouts.
0/ 0/15,4,YPUOXU9ZDKO9AN1U,active,online,normal,mismatch,no,The lethal chicory prints.
0/ 0/15,5,PFD83FVGJM5J5QLX,active,online,normal,match,no,The functional silence crawls.
0/ 0/15,6,VA0EBNFUBJD98RX1,active,offline,initial,initial,no,The giant hyacinth pleads.
0/ 0/15,7,22YLO00ULG2K4KV6,active,online,normal,match,no,The slimy wrench locks.
0/ 0/15,8,2KAF3K7YXP08N5TS,active,online,normal,match,no,The wooden patio integrates.
0/ 0/15,9,K4P66WSS9BZ1WA4G,active,-,-,-,yes,The royal thigh notes.
0/ 0/15,10,XKCVIK56E55CDKOV,active,online,normal,match,no,The childlike ferryboat suits.
0/ 0/15,11,7RV7U1S26M6AKQQU,active,online,normal,match,no,The magnificent steward alights.
0/ 0/15,12,7L0C48JNTVD2K9AW,active,online,normal,mismatch,no,The amuck gram squeals.
0/ 0/15,13,MZUFPY5L07U9YA5B,active,offline,initial,initial,no,The flippant hype refers.
0/ 0/15,14,PNNCMTM9Y8UZ8QRM,active,online,normal,match,no,The capable support lives.
0/ 0/15,15,ERDUJB3VWN2DRQXT,active,-,-,-,yes,The disturbed fork charges.
0/ 0/15,16,DBJPBEY5WOQJGOMO,active,-,-,-,yes,The high-pitched alto hates.
0/ 0/15,17,EAW7T54B6P7JKSAO,active,online,normal,mismatch,no,The onerous mariachi tows.
0/ 0/15,18,PP0QWXPT94N3CXIM,active,-,-,-,yes,The damaging hair parks.
0/ 0/15,19,JXEWCIJYYHU7644W,active,-,-,-,yes,The outstanding ashtray interferes.
0/ 0/15,20,3QU74ZWIQF63T5M7,active,-,-,-,yes,The boorish faucet slings.
0/ 0/15,21,X9TWNZK1P27MNEDX,active,online,normal,match,no,The incompetent triad clothes.
0/ 0/15,22,YTJJJNN36T0CTZQL,active,offline,initial,initial,no,The obsolete influence enjoys.
0/ 0/15,23,6XRODFA3VVAY8B0U,active,online,normal,mismatch,no,The bad grandson clothes.
0/ 0/15,24,4I17T2RUD7S1HAYD,active,offline,initial,initial,no,The flowery acre coils.
0/ 0/15,25,W128KK8O5PAEJNP2,active,online,normal,mismatch,no,The incandescent lawn annoys.
0/ 0/15,26,JHW0YVR9FJ1I1WM2,active,offline,initial,initial,no,The troubled mincemeat juggles.
0/ 0/15,27,4CX8CLHM8VG8250B,active,online,normal,mismatch,no,The jobless setback wobbles.
0/ 0/15,28,7D6X00YMUA1UKU5Y,active,online,normal,match,no,The nappy shortwave gos.
0/ 0/15,29,QXNH7YV7DTLO51CQ,active,online,normal,match,no,The disturbed airfield arbitrates.
0/ 0/15,30,AVEEKHXX43WOS0L5,active,-,-,-,yes,The gigantic tough-guy bes.
0/ 0/16,0,23NI7WRSWN5IRFFM,active,online,normal,match,no,The tiresome valuable spills.
0/ 0/16,1,Y2VTX4L27P16CF3D,active,online,normal,match,no,The sassy smelting influences.
0/ 0/16,2,F3AZ81QYPUJ40MLW,active,-,-,-,yes,The overt recollection returns.
0/ 0/16,3,7RN281INI2I1INQQ,active,-,-,-,yes,The mundane needle reigns.
0/ 0/16,4,C3AYRW0S5RUS7C29,active,online,normal,match,no,The nutritious rocket sublets.
0/ 0/16,5,R5UI47OUVETQPJ92,active,online,normal,mismatch,no,The easy step-grandfather nails.
0/ 0/16,6,GUV0IQCRUZFE9CG5,active,online,normal,match,no,The bored stimulus claims.
0/ 0/16,7,0QBL56VI69UW9QOG,active,online,normal,mismatch,no,The puffy wind saws.
0/ 0/16,8,W3D8J4A9IXC72DZZ,active,online,normal,match,no,The crowded cactus misunderstands.
0/ 0/16,9,Y4XXIX7NN1KX0U00,active,offline,initial,initial,no,The green biosphere reports.
0/ 0/16,10,TLF4RUAVKQXZ9I7Q,active,online,normal,match,no,The rainy science programs.
0/ 0/16,11,WFURZCEFGZB0Y8FS,active,offline,initial,initial,no,The smelly guide stirs.
0/ 0/16,12,3KO3DLLC729V6F4H,active,online,normal,mismatch,no,The maniacal ignorant trusts.
0/ 0/16,13,AXM2GNREGRPDWK4W,active,offline,initial,initial,no,The better archaeology briefs.
0/ 0/16,14,P046FFLQUO30YY3M,active,online,normal,mismatch,no,The tart tadpole bombs.
0/ 0/16,15,KZ7XTG1HEID7S1V9,active,offline,initial,initial,no,The flagrant trainer intensifies.
0/ 0/16,16,HLKTTKG2RP0JUC0A,active,-,-,-,yes,The lethal sill means.
0/ 0/16,17,A6CI0PS3VXUF7H28,active,offline,initial,initial,no,The homely money seeks.
0/ 0/16,18,OSMPEXEUUMHFYO8Y,active,-,-,-,yes,The cloistered sequence initiates.
0/ 0/16,19,740BVPLVQSWAE5NF,active,online,normal,match,no,The astonishing appreciation details.
0/ 0/16,20,HFFVHLMVFO7160UK,active,online,normal,mismatch,no,The ad hoc divide juggles.
0/ 0/16,21,5FCA0YVPREBP2S5V,active,offline,initial,initial,no,The astonishing consumer lands.
0/ 0/17,0,LLXOK0T83EG9Z7CA,active,offline,initial,initial,no,The obtainable evaporation flashes.
0/ 0/17,1,0KOQRC68DG4QJ2H7,active,online,normal,mismatch,no,The modern grub scratches.
0/ 0/17,2,3W9QJUIU1V7ONZY4,active,online,normal,mismatch,no,The shaky trinket sells.
0/ 0/17,3,VDE1JZNA27814PTK,active,offline,initial,initial,no,The beautiful basis expedites.
0/ 0/17,4,9TYPW3T7679VAQIO,active,online,normal,mismatch,no,The worthless cheque balances.
0/ 0/17,5,ESYOWPPQBJHLCFG3,active,offline,initial,initial,no,The utopian invention sprouts.
0/ 0/17,6,22XUFJZMPDJPWJQW,active,online,normal,match,no,The hallowed pianist flies.
0/ 0/17,7,SDVGG9GJR3ND39L2,active,online,normal,mismatch,no,The massive eardrum licenses.
0/ 0/17,8,52CTM4DOM77NR2VX,active,online,normal,match,no,The truculent disadvantage frightens.
0/ 0/17,9,KQLQJKLQ9OCIU5EJ,active,-,-,-,yes,The axiomatic timber cheats.
0/ 0/17,10,M2GDIV7M0WDFENAT,active,offline,initial,initial,no,The foregoing bonnet disproves.
0/ 0/17,11,1MQ360X60FKRM8HL,active,online,normal,mismatch,no,The shivering distributor computes.
0/ 0/17,12,2GCN6EMSHHWZZT4R,active,-,-,-,yes,The young stadium rates.
0/ 0/18,0,EY861A7PDQK9L565,active,online,normal,mismatch,no,The rough piety undergos.
0/ 0/18,1,5T9T1X4RD6ISWVMW,active,offline,initial,initial,no,The accessible qualification rinses.
0/ 0/18,2,W7HTMCRY8D1IBWMK,active,offline,initial,initial,no,The giddy pitching provides.
0/ 0/18,3,WK7O8ES8Z5PWO1PN,active,online,normal,match,no,The diligent descendant pastes.
0/ 0/18,4,FCRYOVPOAG39TU55,active,online,normal,mismatch,no,The incompetent heartache x-rays.
0/ 0/18,5,V6G91IAS977EBNO2,active,online,normal,match,no,The sassy tenement tabulates.
0/ 0/18,6,67CKTV67UZT4DO4U,active,online,normal,mismatch,no,The cowardly metabolite moors.
0/ 0/18,7,PQ532CSJWLOWMNST,active,online,normal,match,no,The endurable cover withdraws.
0/ 0/18,8,FXZMC3IKMX9I5B1F,active,offline,initial,initial,no,The exultant proximal replaces.
0/ 0/18,9,IKEFJDWASX4YP9CU,active,online,normal,mismatch,no,The cautious drama busts.
0/ 0/18,10,8F9S8BJ1L8KSDWLT,active,online,normal,match,no,The truculent eyebrows praiseds.
0/ 0/18,11,A9P8M5DEOAQPUVOD,active,online,normal,mismatch,no,The loud seeker chops.
0/ 0/18,12,95ZK91GC0LKRSC71,active,-,-,-,yes,The gifted prisoner sweats.
0/ 0/18,13,CMTF8DTQ5I1M83SD,active,online,normal,mismatch,no,The innate identification forgets.
0/ 0/18,14,7HB5C2344T66FVSX,active,online,normal,match,no,The torpid recollection replies.
0/ 0/18,15,2MJUCDSIZX9DBX6R,active,offline,initial,initial,no,The wasteful fly adds.
0/ 0/18,16,6X7TIZYTJ1R1PMLC,active,offline,initial,initial,no,The innate pilgrim bends.
0/ 0/18,17,L2U199ITFKNHJ0VH,active,-,-,-,yes,The purring anarchist rescues.
0/ 0/18,18,CBNOUJQEUV9XQMF6,active,offline,initial,initial,no,The unsightly visitor competes.
0/ 0/18,19,LJK05G29A3LGWORS,active,online,normal,mismatch,no,The decorous newsletter practices.
0/ 0/19,0,0SG4DOJ28ALGRKMA,active,online,normal,mismatch,no,The dark auction shades.
0/ 0/19,1,LTL56C5AKK8N6SV9,active,offline,initial,initial,no,The tiresome adrenaline tugs.
0/ 0/19,2,W4YY5ZJIFSOWWEVM,active,-,-,-,yes,The purple beret specifies.
0/ 0/20,0,EO310EYBEBY8INDF,active,online,normal,match,no,The deafeaning macaroon spends.
0/ 0/20,1,VSU8ZZPF9NYHAA7H,active,-,-,-,yes,The statuesque radiosonde renders.
0/ 0/20,2,CQZYETRQPC82A3D3,active,-,-,-,yes,The average supply paints.
0/ 0/20,3,XWJ0NW1CEBCGARXQ,active,-,-,-,yes,The good barn satisfies.
0/ 0/20,4,F0BGVM25YR0UETIW,active,-,-,-,yes,The glib prize brakes.
0/ 0/20,5,7G6N6I8ZI8RJ7QTD,active,offline,initial,initial,no,The bloody suite squeezes.
0/ 0/20,6,B5QU21MCZ3GC4QHS,active,offline,initial,initial,no,The cloudy wake vanishes.
0/ 0/20,7,Y97OR45X7CNT8O5C,active,offline,initial,initial,no,The holistic piglet shaves.
0/ 0/20,8,KB850627RONU3QDB,active,online,normal,match,no,The industrious cellar frightens.
0/ 0/20,9,XLM9QLKKDSGUBN69,active,online,normal,match,no,The neighborly visa heats.
0/ 0/20,10,99L0GR5ZHTJN9BDM,active,-,-,-,yes,The ritzy whack demonstrates.
0/ 0/20,11,FS2LKZ710DCD6B3D,active,-,-,-,yes,The tranquil traffic hooks.
0/ 0/20,12,7AZLW3MOXWBENS2Q,active,online,normal,match,no,The elfin pay conceives.
0/ 0/20,13,MLTFNN3AHP9DR5S7,active,offline,initial,initial,no,The uninterested socialist repairs.
0/ 0/20,14,GW46C0JGHTFRRBXL,active,online,normal,match,no,The worthless technician suffers.
0/ 0/20,15,4EVFT9E9M25IZLJV,active,online,normal,match,no,The abandoned chip drains.
0/ 0/20,16,UBSO6RD4AAZKA70P,active,online,normal,match,no,The lush celeriac overthrows.
0/ 0/20,17,IPJSIEHNOURWFHE6,active,offline,initial,initial,no,The measly hiring develops.
0/ 0/20,18,SQAJBONOS6IBD2VV,active,-,-,-,yes,The evil frigate editeds.
0/ 0/20,19,GL2YXVFA4UJ2ZT38,active,-,-,-,yes,The rural retrospectivity presets.
0/ 0/20,20,P5RH8AKY1AEGC7MP,active,online,normal,match,no,The childlike hydrolyse hears.
0/ 0/20,21,0I6ADXNZYQ82BAQ9,active,-,-,-,yes,The evasive savage matters.
0/ 0/20,22,X09J61OXURPCLDX2,active,online,normal,mismatch,no,The misty people interests.
0/ 0/20,23,RVQITRZP0C4JIV96,active,offline,initial,initial,no,The merciful baseline tricks.
0/ 0/20,24,G67X4E7RSRWFXHJI,active,online,normal,match,no,The macabre feast clears.
0/ 0/20,25,AKAT2FGYNAR9PXV4,active,-,-,-,yes,The futuristic review smashes.
0/ 0/20,26,WZ7OH8GJ59U5YE0F,active,offline,initial,initial,no,The boiling memo damages.
0/ 0/20,27,CMSSTDHMLAZMPHN2,active,online,normal,match,no,The healthy hospice structures.
0/ 0/20,28,4TCL68JSSO51PYUN,active,-,-,-,yes,The tasteful division makes.
0/ 0/20,29,BM1HBYR3Z1NCSAIV,active,-,-,-,yes,The colorful doctorate cleans.
0/ 0/20,30,LIH7IH94C1SODJDD,active,offline,initial,initial,no,The mature hive mentors.
0/ 0/20,31,PDXWIBPXH5LK8D8Q,active,offline,initial,initial,no,The helpless stew books.
0/ 0/21,0,F0QYEGFXCIIMECVX,active,-,-,-,yes,The sedate jade increases.
0/ 0/21,1,5J86YQB48WETOUTP,active,-,-,-,yes,The steady assembly analyzes.
0/ 0/21,2,7DZVVI8YD75LCGH4,active,offline,initial,initial,no,The internal depot annoys.
0/ 0/21,3,XKA5IEOKQCQMLVZ5,active,online,normal,match,no,The bawdy hourglass explains.
0/ 0/21,4,QPIE8JZ6W0OAMVR4,active,-,-,-,yes,The many habit relies.
0/ 0/21,5,OB34I0CDA6R8Q8NA,active,offline,initial,initial,no,The shaky fowl inventories.
0/ 0/21,6,JWTUXUQF71VQY0NF,active,-,-,-,yes,The boring squatter supervises.
0/ 0/21,7,IRSZ8XLZFMG2H83V,active,-,-,-,yes,The hellish innervation challenges.
0/ 0/21,8,XSVO1GYAAUOXW59P,active,online,normal,match,no,The watery derivation claps.
0/ 0/21,9,I11BJ7GNPK802ZYX,active,online,normal,mismatch,no,The gullible equity slays.
0/ 0/21,10,DTHE8WS2SRNRL7E2,active,online,normal,match,no,The dynamic cashew sorts.
0/ 0/21,11,T8R027K3U43POAC4,active,online,normal,match,no,The ruddy gamma-ray hooks.
0/ 0/21,12,7XQRVCL941ZTQBNE,active,-,-,-,yes,The lean representation arrests.
0/ 0/21,13,V5OZNO8QTBBV25GV,active,offline,initial,initial,no,The straight solidarity fights.
0/ 0/21,14,6H5BVB4OWFEIHXWY,active,offline,initial,initial,no,The hospitable familiar leads.
0/ 0/21,15,EHA7CIHP416WGQ39,active,offline,initial,initial,no,The overjoyed press invents.
0/ 0/21,16,77AJ9F6EX5X7KJT4,active,-,-,-,yes,The square revolution bleaches.
0/ 0/21,17,RV37UHFHTB6ZJ2J9,active,offline,initial,initial,no,The plausible caddy signs.
0/ 0/21,18,GUDVSNOQBRSIJ0ZB,active,online,normal,match,no,The soft bone sips.
0/ 0/21,19,9SXXR6ZSHWFN5K9L,active,offline,initial,initial,no,The purple knickers experiments.
0/ 0/21,20,IJL1258BDUJ3TGOP,active,offline,initial,initial,no,The merciful stew bets.
0/ 0/21,21,6YCNUDEN4Y6GG21Y,active,online,normal,match,no,The relieved beancurd moves.
0/ 0/21,22,J2K6JKX64119CVY3,active,offline,initial,initial,no,The zealous sweat destroys.
0/ 0/21,23,9OJOFDKXYCI22FUF,active,online,normal,mismatch,no,The humorous overview clothes.
0/ 0/21,24,WMPDWCHMSZSZYPP7,active,online,normal,mismatch,no,The pumped footnote exists.
0/ 0/21,25,KVUREXNGBIHMXWVK,active,-,-,-,yes,The scattered shift tabulates.
0/ 0/21,26,83NNZ6U8YXZ3S17L,active,online,normal,mismatch,no,The equable premise charts.
0/ 0/22,0,I79USMY6G6KZ09DW,active,offline,initial,initial,no,The wicked air sends.
0/ 0/22,1,SNPCYK75FQ9SEEN8,active,online,normal,mismatch,no,The wet coconut untidies.
0/ 0/22,2,5IPMDWFBX299S849,active,offline,initial,initial,no,The modern catcher confuses.
0/ 0/22,3,W2RSW4I0HLQS4T7U,active,offline,initial,initial,no,The utopian base fixes.
0/ 0/22,4,9OPPIW6XLA5Z4JZ9,active,-,-,-,yes,The careful porpoise puts.
0/ 0/22,5,NSNGFCKZQUVD075W,active,offline,initial,initial,no,The sulky teletype invites.
0/ 0/22,6,IICC5IL3NDB2LV0G,active,offline,initial,initial,no,The annoying soap curves.
0/ 0/22,7,7YJLP4K6QYQH2M0Z,active,online,normal,match,no,The inconclusive leek smiles.
0/ 0/22,8,IEEQ3J52ZUGVWX0O,active,online,normal,match,no,The homeless subscription covers.
0/ 0/22,9,KM1LTIFWA5HKNN6G,active,online,normal,mismatch,no,The tough pentagon encourages.
0/ 0/22,10,Z6C1EZGUJGNL9GDR,active,online,normal,mismatch,no,The abortive coral shrugs.
0/ 0/22,11,ADKU0A72HX4DQKSV,active,-,-,-,yes,The disturbed working parks.
0/ 0/22,12,KSJHQ3RVIMD5313W,active,online,normal,match,no,The internal organisation remembers.
0/ 0/22,13,PCWD5P98ZWU5X5XR,active,-,-,-,yes,The picayune sister-in-law marches.
0/ 0/22,14,G91IDJ8EKRTO8D0T,active,online,normal,match,no,The grotesque gray forbids.
0/ 0/22,15,F1KA7NQYJDZE3J0Z,active,online,normal,match,no,The pretty door briefs.
0/ 0/22,16,MZX7X888EPASOEM4,active,-,-,-,yes,The smelly airfare chooses.
0/ 0/22,17,TF85B7Q0DX9X5JUG,active,offline,initial,initial,no,The spiffy masonry puts.
0/ 0/22,18,AFGNAYKIZVCEHSWJ,active,online,normal,match,no,The delightful hacienda backs.
0/ 0/22,19,543R671JHOSIYB4D,active,online,normal,mismatch,no,The jumbled serum strokes.
0/ 0/22,20,KE7KA7ZBFW8ONLQ3,active,offline,initial,initial,no,The boorish faucet slings.
0/ 0/23,0,QRU1OP17TG46C4V8,active,-,-,-,yes,The entertaining student bleeds.
0/ 0/23,1,A0H21YXMYDBO288A,active,online,normal,mismatch,no,The cooperative hand feels.
0/ 0/23,2,ZT86EI9CMYCX9OHQ,active,-,-,-,yes,The uptight dwell trips.
0/ 0/23,3,FP93H2HJ88TG2JFK,active,online,normal,mismatch,no,The plastic divan stuffs.
0/ 0/23,4,HUYFYTXQH9MSIHXX,active,online,normal,mismatch,no,The little oldie slows.
0/ 0/23,5,ZVJKMFJJBHYD27AO,active,offline,initial,initial,no,The youthful target admires.
0/ 0/23,6,R97K24GYLVZNQQ88,active,online,normal,match,no,The assorted neighbour signals.
0/ 0/23,7,FD5WQUGHYMHDYN5V,active,online,normal,match,no,The tall peak completes.
0/ 0/23,8,BDNVH7S1YHXV7KBB,active,online,normal,mismatch,no,The towering statistics paddles.
0/ 0/23,9,YNSDH1UONA71MOI3,active,-,-,-,yes,The confused syndrome squeaks.
0/ 0/23,10,GOLPN8TPHHD0EG6Q,active,offline,initial,initial,no,The black sponge computes.
