fsp,ont_id,sn,control_flag,run_state,config_state,match_state,protect_side,description
0/ 0/13,1,5YAJU24GGDZSVEQ7,active,-,-,-,yes,The unadvised tear puts.
0/ 0/13,2,BA34CURZCWEIZWVU,active,online,normal,match,no,The greasy orange builds.
0/ 0/13,3,HAY71L9KYDXEO6PN,active,online,normal,match,no,The alluring cinder contracts.
0/ 0/13,4,L3RSNPVG16YFR2IM,active,offline,initial,initial,no,The roomy endorsement spells.
0/ 0/13,5,2LEIMH2MYMU5R7G4,active,offline,initial,initial,no,The receptive okra winks.
0/ 0/13,6,0OFBLQD7HIZDEK6K,active,offline,initial,initial,no,The gaping expertise chooses.
0/ 0/13,7,UHVKKWCJX4LANRFM,active,online,normal,match,no,The changeable runner drops.
0/ 0/13,8,LFMLV0GZ9V9RFU3C,active,online,normal,mismatch,no,The neighborly accommodation auditeds.
0/ 0/13,9,H7X9555TQZLQ2KHF,active,-,-,-,yes,The endurable browser fills.
0/ 0/13,10,EQP6VIAAW838DKA0,active,online,normal,mismatch,no,The ugly scrap stands.
0/ 0/13,11,VIV3UFN2Z2FCD3J2,active,online,normal,mismatch,no,The heavenly binoculars guesses.
0/ 0/13,12,UXVFQO4HFG8KNHAB,active,offline,initial,initial,no,The solid blouse irritates.
0/ 0/13,13,ZC0016H8D1HOFVKT,active,online,normal,mismatch,no,The versed metabolite shrugs.
0/ 0/13,14,6ZZU6WN8J31AI9H7,active,-,-,-,yes,The unadvised tear puts.
0/ 0/13,15,NZ4T7EHMFO78S4MR,active,online,normal,match,no,The picayune nursing tutors.
0/ 0/13,16,1TRK66VBQSEEHTH6,active,online,normal,mismatch,no,The lopsided reader ruins.
0/ 0/13,17,ISVLWWFZA1ZML53J,active,online,normal,match,no,The toothsome numeric charges.
0/ 0/13,18,58D5Q3NGQS9YV52A,active,online,normal,mismatch,no,The tranquil propane jogs.
0/ 0/13,19,KUWMYQ4HEY5XZXS1,active,online,normal,match,no,The watchful prompt names.
0/ 0/13,20,YH7JQIP6NJB354X3,active,online,normal,mismatch,no,The deep hanger interrupts.
0/ 0/13,21,O8Q2O6YJKF1YPNCW,active,online,normal,match,no,The vast tenth weighs.
0/ 0/13,22,BYCRXM43UYA6M6VH,active,online,normal,match,no,The threatening institute strides.
0/ 0/13,23,OY24MXJX6BGUPL18,active,-,-,-,yes,The noxious statue presides.
0/ 0/13,24,L0OIR4PDZU10MTPY,active,offline,initial,initial,no,The great cat kills.
0/ 0/13,25,G6DK215MYYSI6H5G,active,online,normal,mismatch,no,The tense corridor interviews.
0/ 0/13,26,QTG6PRBWHR6V3KJB,active,online,normal,match,no,The economic tavern enhances.
0/ 0/13,27,ANKNB4R5FXKWBFEH,active,offline,initial,initial,no,The ahead codpiece wins.
0/ 0/13,28,CJWD7A763DM1D2JJ,active,online,normal,match,no,The absurd interferometer unlocks.
0/ 0/13,29,W9HFTVE9IK6FFMVB,active,offline,initial,initial,no,The decisive sustainment reminds.
0/ 0/13,30,Q3YQ0BU89NX1NDUE,active,-,-,-,yes,The crazy spork closes.
0/ 0/14,0,O7H3L6LU28J8CSM3,active,-,-,-,yes,The swift patient hurries.
0/ 0/14,1,VBDXK534SMWFALPN,active,-,-,-,yes,The overconfident killer loves.
0/ 0/14,2,09XHOK67WVMJ52R7,active,online,normal,mismatch,no,The observant cutover subtracts.
0/ 0/14,3,OMICO8NNR512F44Q,active,offline,initial,initial,no,The torpid birch logs.
0/ 0/14,4,N0F5X9N8SBXWF0DW,active,online,normal,mismatch,no,The agreeable penalty achieves.
0/ 0/14,5,DB413II5QKDBNHRJ,active,offline,initial,initial,no,The reflective swath restoreds.
0/ 0/14,6,6VT42UN810WBVL77,active,online,normal,mismatch,no,The mysterious clue flies.
0/ 0/14,7,I3N50T7WWQK0NFG5,active,-,-,-,yes,The jittery discourse nods.
0/ 0/14,8,JJWGZLGFUS49KBWB,active,online,normal,match,no,The hot pants forsakes.
0/ 0/14,9,FE8DOV0MWCR9FD7F,active,-,-,-,yes,The sneaky fence suspects.
0/ 0/14,10,2PDWPHWRI5AMG6JB,active,-,-,-,yes,The different motor whirls.
0/ 0/14,11,Q8OYE7FZL4OBCHFZ,active,online,normal,match,no,The used sampan imagines.
0/ 0/14,12,13CVA1Y0WSCJXRIT,active,offline,initial,initial,no,The aspiring shutdown checks.
0/ 0/14,13,81UL92R3KX72PLB3,active,online,normal,match,no,The worthless diver turns.
0/ 0/14,14,SNIQSUN0HPZI2EFH,active,online,normal,mismatch,no,The thirsty ivory trips.
0/ 0/14,15,466VVL5L08QFANH9,active,-,-,-,yes,The threatening gravy shrinks.
0/ 0/14,16,771KB0KTR1GCCZXY,active,online,normal,match,no,The aromatic scrim demonstrates.
0/ 0/14,17,ZDW1AKTDTDR4A2HV,active,-,-,-,yes,The quarrelsome boyhood establishes.
0/ 0/15,0,BVP8R69J3EYM3PYZ,active,online,normal,match,no,The impartial dilapidation jokes.
0/ 0/15,1,VJSMF6D3BW73NLNK,active,offline,initial,initial,no,The diligent principal phones.
0/ 0/15,2,WS3BKQG87GA5EW8A,active,offline,initial,initial,no,The wild mill bleeds.
0/ 0/15,3,8GPX3HY9WV00MUIS,active,online,normal,match,no,The sweltering compress stamps.
0/ 0/15,4,P57HUO22P3J5D675,active,online,normal,mismatch,no,The symptomatic sentencing puts.
0/ 0/15,5,O21QWJUPV5EFBFT9,active,-,-,-,yes,The whispering dawn punishes.
0/ 0/15,6,P58XOXY0N8GSPE53,active,online,normal,mismatch,no,The somber landform objects.
0/ 0/15,7,Y4JW3OR3LV3ICFFT,active,online,normal,mismatch,no,The hissing muskrat translates.
0/ 0/15,8,N9J6XRWDZ5B2YRUX,active,online,normal,match,no,The different grief spoils.
0/ 0/15,9,28ZXN39WO1E1ZH2G,active,offline,initial,initial,no,The eager broad places.
0/ 0/15,10,MOIV343JWI9LE07J,active,online,normal,match,no,The rotten cauliflower works.
0/ 0/15,11,G6J83UMKLBICG2P9,active,offline,initial,initial,no,The didactic pavilion rates.
0/ 0/15,12,9IXHV73A50Z2XYX3,active,online,normal,match,no,The subsequent divorce bakes.
0/ 0/15,13,261PAXYZE20CT23D,active,offline,initial,initial,no,The knowing bellows remembers.
0/ 0/15,14,D92TP03VC81FHTX9,active,offline,initial,initial,no,The pumped sleep jogs.
0/ 0/15,15,MS6Z62UZ69NCX8TV,active,-,-,-,yes,The economic disposition troubles.
0/ 0/15,16,JH0IRDHOEPYESBWN,active,offline,initial,initial,no,The moldy depressive bounces.
0/ 0/15,17,KE96DBH5YRWIDV9J,active,offline,initial,initial,no,The majestic usual bombs.
0/ 0/15,18,JA8H4U3I8Y8WZE40,active,offline,initial,initial,no,The murky principle altereds.
0/ 0/15,19,3ZMLU66PN984TWHW,active,offline,initial,initial,no,The bashful occasion tries.
0/ 0/15,20,XRGKHC3PJDC3HG2P,active,online,normal,mismatch,no,The concerned revolution costs.
0/ 0/15,21,UBGDMFTT60GQAF7B,active,offline,initial,initial,no,The envious closure logs.
0/ 0/15,22,SA834LWPPXN8ITEV,active,-,-,-,yes,The melodic submitter shoots.
0/ 0/15,23,I5XMBF0WMRQ9RXDI,active,online,normal,match,no,The bored giggle wishes.
